fid,sbpltnm,tag,species,quadrnt,tag6,lianas_2019,notes_2019,notes_2025,liana_tag_1,liana_tag_2,liana_tag_3,liana_tag_4,liana_tag_5,infestation_type,mode_l1,mode_l2,mode_l3,mode_l4,mode_l5,five_plus,x,y,priority
182,20,006533,Trichilia tuberculata,1114,006533,0,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,twining,scrambling,NA,NA,NA,-79.853184755469,9.1538994405189,completed
510,19,006554,Alseis blackiana,1108,006554,100,NA,NA,01110317,NA,NA,NA,NA,Both,scrambling,adhesive_roots,twining,scrambling,NA,NA,-79.8532311444702,9.15280977649527,completed
80,19,006559,Prioria copaifera,1108,006559,0,broken crown,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8531030060832,9.15267583489582,completed
657,19,006561,Alseis blackiana,1107,006561,0,NA,NA,07586,NA,NA,NA,NA,Direct,twining,adhesive_roots,NA,NA,NA,NA,-79.8532328207265,9.15256008400528,completed
100,19,006562,Quararibea asterolepis,1107,006562,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8531114448569,9.15256754619842,completed
511,19,006707,Alseis blackiana,1007,006707,100,NA,NA,NA,NA,NA,NA,NA,Both,scrambling,NA,NA,NA,NA,NA,-79.8533987557292,9.15250352689054,completed
101,19,006712,Quararibea asterolepis,1008,006712,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533454344289,9.15269528501492,completed
364,19,006714,Pouteria reticulata,1008,006714,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8534180266477,9.15270238237885,NA
186,20,006744,Trichilia tuberculata,1014,006744,0,NA,"Very difficult to see crown, however, potential lateral and direct spread.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533556904945,9.15377971771281,completed
658,20,006745,Alseis blackiana,1014,006745,0,NA,Very low levels of infestation in crown,NA,NA,NA,NA,NA,Both,adhesive_roots,NA,NA,NA,NA,NA,-79.8533097614306,9.15374008414629,completed
137,20,006747,Simarouba amara,1014,006747,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532295397297,9.15379334462079,NA
434,20,006749,Dendropanax arboreus,1014,006749,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532669277532,9.15386796641856,NA
751,20,006750,Guarea guidonia,1014,006750,0,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8533660534596,9.15382080486317,completed
183,20,006751,Trichilia tuberculata,1015,006751,0,NA,Hard to see all of crown.,NA,NA,NA,NA,NA,Direct,twining,adhesive_roots,NA,NA,NA,NA,-79.8532578037729,9.15391922226229,completed
102,20,006752,Quararibea asterolepis,1015,006752,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532679394643,9.15396663636065,completed
184,20,006755,Trichilia tuberculata,1015,006755,0,a lot of lianas on the stem,Many lianas on stem but not in crown (as far as I can see),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533426137189,9.15401724231435,completed
309,20,006756,Trichilia tuberculata,1015,006756,5,NA,NA,NA,NA,NA,NA,NA,Direct,scrambling,adhesive_roots,NA,NA,NA,NA,-79.8533693772261,9.15403266949724,completed
417,20,006758,Tabernaemontana arborea,1015,006758,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533645083573,9.1540922195698,dead
300,18,006779,Tabernaemontana arborea,1019,006779,5,NA,NA,01100926,01100925,01100918,NA,NA,Both,scrambling,twining,twining,twining,adhesive_roots,NA,-79.8531965889762,9.15473689063798,completed
610,18,006789,Tabernaemontana arborea,1020,006789,100,NA,NA,01400936,NA,NA,NA,NA,Both,twining,scrambling,NA,NA,NA,NA,-79.8533104423536,9.15496443551407,completed
553,18,006843,Guarea guidonia,920,006843,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8534680671266,9.15496187787459,NA
488,18,006844,Alseis blackiana,920,006844,95,NA,NA,01090781,01080780,NA,NA,NA,Both,NA,NA,NA,NA,twining,NA,-79.8534903156162,9.15495090273075,completed
540,18,006847,Chrysophyllum argenteum,920,006847,100,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8533820892857,9.15489639289776,completed
596,18,006848,Quararibea asterolepis,920,006848,100,NA,Mass of lianas suspended next to dead trunk that we assumed was this tree.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8534389598297,9.15485949811791,dead
538,18,006857,Beilschmiedia pendula,919,006857,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533701240534,9.15464621683124,NA
764,18,007110,Gustavia superba,919,007110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8535335685988,9.15476059674658,dead
739,15,007173,Dipteryx oleifera,720,007173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537252767398,9.15500085472162,NA
530,15,007174,Apeiba membranacea,720,007174,100,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537221525171,9.1548849169752,NA
546,15,007175,Cordia bicolor,720,007175,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537427114476,9.1548702622728,NA
609,15,007177,Tabernaemontana arborea,720,007177,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537722339018,9.15483420806158,dead
306,15,007182,Trichilia tuberculata,719,007182,5,NA,NA,0106612,0107626,NA,NA,NA,NA,scrambling,twining,adhesive_roots,NA,NA,NA,-79.8538950362961,9.15476164325636,completed
307,15,007185,Trichilia tuberculata,719,007185,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537725204644,9.15472472540386,dead
738,14,007221,Dipteryx oleifera,713,007221,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539170022449,9.15374350559737,NA
257,14,007222,Beilschmiedia pendula,713,007222,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8538989108742,9.15374014978622,NA
288,14,007223,Protium tenuifolium,713,007223,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8538358681088,9.15374605978293,NA
497,14,007226,Protium tenuifolium,713,007226,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539315463135,9.15361733517777,NA
509,14,007227,Alseis blackiana,713,007227,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539230682246,9.15359984164605,dead
299,14,007230,Tabernaemontana arborea,712,007230,5,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539095521728,9.15351973193646,completed
447,14,007231,Guapira standleyana,712,007231,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853887139406,9.15348455118564,NA
336,14,007233,Tetragastris panamensis,712,007233,10,NA,NA,NA,NA,NA,NA,NA,Both,tendrils,NA,NA,NA,NA,NA,-79.8538466692046,9.153470448244,completed
422,14,007234,Astronium graveolens,712,007234,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8538417015802,9.1535073732412,NA
604,14,007235,Swartzia simplex,712,007235,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8538554092985,9.15353138637884,NA
256,14,007238,Beilschmiedia pendula,712,007238,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539208180923,9.15343416544655,NA
255,11,007343,Apeiba membranacea,605,007343,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8540981893014,9.15224688944487,NA
79,11,007344,Prioria copaifera,605,007344,0,NA,Very low levels of infestation in crown,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8540330022524,9.15223643539341,completed
1,14,007386,Jacaranda copaia,612,007386,25,NA,NA,NA,NA,NA,NA,NA,Both,twining,scrambling,NA,NA,NA,NA,-79.8540813334113,9.15345252182019,completed
428,14,007390,Tabernaemontana arborea,612,007390,70,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8539844797523,9.15346175863345,completed
688,14,007391,Astronium graveolens,612,007391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8540166652298,9.15342760813005,NA
608,14,007396,Tabernaemontana arborea,613,007396,100,NA,NA,06539,NA,NA,NA,NA,Both,scrambling,scrambling,twining,twining,NA,NA,-79.8541185371388,9.15370992683848,completed
595,14,007397,Quararibea asterolepis,613,007397,100,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.854102849859,9.15371570571814,completed
617,14,007401,Tetragastris panamensis,613,007401,100,NA,"Presumed dead, couldn’t find the tree.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539909862499,9.15366106709885,dead
